0.0026455 0.61829
0.00529101 0.105368
0.0132275 0.109344
0.015873 0.141153
0.021164 0.141153
0.026455 0.157058
0.0291005 0.0854871
0.031746 0.0934394
0.0343915 0.0854871
0.037037 0.0934394
0.0396825 0.0854871
0.042328 0.0854871
0.0449735 0.0854871
0.047619 0.0854871
0.0502646 0.0934394
0.0529101 0.0934394
0.0555556 0.0934394
0.0582011 0.0934394
0.0608466 0.0934394
0.0634921 0.0854871
0.0661376 0.0934394
0.0687831 0.0854871
0.0714286 0.0854871
0.0740741 0.0934394
0.0767196 0.0854871
0.0793651 0.0854871
0.0820106 0.0934394
0.0846561 0.0854871
0.0873016 0.0934394
0.0899471 0.0854871
0.0925926 0.0854871
0.0952381 0.0854871
0.0978836 0.0854871
0.100529 0.0854871
0.103175 0.0854871
0.10582 0.0854871
0.108466 0.0854871
0.111111 0.0934394
0.113757 0.0854871
0.116402 0.0934394
0.119048 0.0934394
0.121693 0.0854871
0.124339 0.0854871
0.126984 0.0934394
0.12963 0.0854871
0.132275 0.0854871
0.134921 0.0854871
0.137566 0.0854871
0.140212 0.0854871
0.142857 0.0934394
0.145503 0.0854871
0.148148 0.0854871
0.150794 0.0854871
0.153439 0.0854871
0.156085 0.0934394
0.15873 0.0854871
0.161376 0.0854871
0.164021 0.0854871
0.166667 0.0854871
0.169312 0.0854871
0.171958 0.0854871
0.174603 0.0854871
0.177249 0.0854871
0.179894 0.0934394
0.18254 0.0854871
0.185185 0.0854871
0.187831 0.0854871
0.190476 0.0934394
0.193122 0.0854871
0.195767 0.0934394
0.198413 0.0854871
0.201058 0.0854871
0.203704 0.0854871
0.206349 0.0854871
0.208995 0.0854871
0.21164 0.0854871
0.214286 0.0934394
0.216931 0.0854871
0.219577 0.0934394
0.222222 0.0934394
0.224868 0.0854871
0.227513 0.0854871
0.230159 0.0854871
0.232804 0.0854871
0.23545 0.0854871
0.238095 0.0854871
0.240741 0.0854871
0.243386 0.0854871
0.246032 0.0854871
0.248677 0.0934394
0.251323 0.0854871
0.253968 0.0934394
0.256614 0.0854871
0.259259 0.0934394
0.261905 0.0854871
0.26455 0.0934394
0.267196 0.0854871
0.269841 0.0934394
0.272487 0.0854871
0.275132 0.0934394
0.277778 0.0854871
0.280423 0.0854871
0.283069 0.0854871
0.285714 0.0854871
0.28836 0.0854871
0.291005 0.0854871
0.293651 0.0854871
0.296296 0.0934394
0.298942 0.0854871
0.301587 0.0934394
0.304233 0.0934394
0.306878 0.0854871
0.309524 0.0934394
0.312169 0.0854871
0.314815 0.0854871
0.31746 0.0934394
0.320106 0.0854871
0.322751 0.0854871
0.325397 0.0854871
0.328042 0.0854871
0.330688 0.0934394
0.333333 0.0854871
0.335979 0.0854871
0.338624 0.0854871
0.34127 0.0854871
0.343915 0.0854871
0.346561 0.0854871
0.349206 0.0854871
0.351852 0.0854871
0.354497 0.0934394
0.357143 0.0854871
0.359788 0.0934394
0.362434 0.0854871
0.365079 0.0854871
0.367725 0.0934394
0.37037 0.0854871
0.373016 0.0854871
0.375661 0.0854871
0.378307 0.0934394
0.380952 0.0854871
0.383598 0.0854871
0.386243 0.0854871
0.388889 0.0934394
0.391534 0.0854871
0.39418 0.0854871
0.396825 0.0934394
0.399471 0.0854871
0.402116 0.0854871
0.404762 0.0854871
0.407407 0.0854871
0.410053 0.0854871
0.412698 0.0854871
0.415344 0.0854871
0.417989 0.0854871
0.420635 0.0854871
0.42328 0.0854871
0.425926 0.0934394
0.428571 0.0854871
0.431217 0.0854871
0.433862 0.0934394
0.436508 0.0854871
0.439153 0.0854871
0.441799 0.0854871
0.444444 0.0934394
0.44709 0.0934394
