0.0235849 22.6504
0.0628931 22.5224
0.33805 22.1383
0.573899 21.8182
0.613208 21.8182
0.652516 21.6901
0.691824 21.6901
0.731132 21.6261
0.77044 35.5826
0.809748 21.4981
0.849057 35.5186
0.888365 35.5826
0.927673 35.5826
0.966981 21.37
1.0456 21.242
1.08491 35.7106
1.12421 35.9667
1.16352 21.114
1.20283 35.9667
1.24214 20.9219
1.28145 20.8579
1.36006 20.7939
1.39937 20.7298
1.43868 20.7298
1.47799 20.6658
1.5173 20.6018
1.5566 20.5378
1.59591 20.4738
1.63522 20.4738
1.67453 20.4097
1.79245 20.2177
2.06761 19.8976
2.22484 19.7695
2.26415 19.7055
2.30346 36.0948
2.34277 19.6415
2.38208 19.5775
2.42138 19.5134
2.46069 19.4494
2.5 36.2228
2.53931 19.3854
2.57862 19.3214
2.61792 19.2574
2.65723 36.2868
2.69654 19.1933
2.73585 19.1933
2.77516 19.1293
2.81447 19.1293
3.05031 18.8092
3.08962 18.7452
3.12893 18.6812
3.16824 18.6812
3.20755 18.5531
3.24686 18.5531
3.32547 36.4149
3.36478 18.4251
3.40409 18.3611
3.52201 18.233
3.56132 18.169
3.60063 18.169
3.63994 18.105
3.71855 17.977
3.75786 17.977
3.79717 17.9129
3.83648 17.8489
3.87579 17.7849
3.91509 17.7209
3.9544 17.7209
3.99371 17.6569
4.03302 17.6569
4.07233 17.5288
4.15094 17.4648
4.22956 35.7106
4.26887 17.4008
4.30818 17.4008
4.34748 17.3367
4.38679 17.2727
4.4261 17.2087
4.46541 17.1447
4.50472 17.1447
4.54403 36.0307
4.58333 35.9667
4.62264 17.0807
4.66195 17.0166
4.70126 16.9526
4.74057 16.9526
4.97642 16.7606
5.01572 16.6965
5.05503 35.6466
5.09434 16.6325
5.13365 16.5045
5.17296 35.5186
5.21226 35.5826
5.25157 16.5045
5.29088 16.4405
5.33019 16.3764
5.3695 16.3764
5.40881 35.8387
5.44811 16.2484
5.52673 16.1204
5.72327 36.0948
5.76258 15.9923
5.80189 36.0307
5.84119 35.5186
5.91981 15.8643
6.03774 15.7362
6.15566 35.9667
6.19497 15.4802
6.23428 15.4802
6.27358 15.4161
6.3522 15.3521
6.50943 35.7746
6.54874 15.2241
6.58805 15.2241
6.62736 15.1601
6.74528 15.096
6.8239 15.032
6.90252 14.968
6.94182 14.968
6.98113 14.904
7.02044 35.7106
7.05975 14.8399
7.09906 14.7759
7.13836 14.7759
7.17767 14.7119
7.21698 14.6479
7.25629 35.5826
7.2956 14.5198
7.33491 35.6466
7.37421 14.5198
7.41352 14.5198
7.45283 14.4558
7.49214 14.3918
7.61006 14.2638
7.7673 14.1357
8.04245 13.9437
8.08176 13.9437
8.12107 13.8796
8.16038 35.8387
8.19969 13.8796
8.23899 13.8156
8.2783 13.7516
8.31761 13.7516
8.35692 35.5186
8.43553 13.6876
8.47484 13.6236
8.51415 13.6236
8.55346 36.0307
8.59277 13.5595
8.63208 13.4955
8.82862 13.3035
8.86792 13.3035
8.90723 35.7746
8.94654 13.2394
8.98585 13.2394
9.10377 13.1754
9.14308 13.1114
9.2217 13.1114
9.26101 13.0474
9.30031 13.0474
9.33962 13.0474
9.37893 35.9027
